Scan Count	Temperature [ITS-90, deg C]	Conductivity [S/m]	Pressure, Strain Gauge [db]	Depth [salt water, m]	Oxygen Saturation, Weiss [ml/l]	Salinity, Practical [PSU]
490	8.06552	3.1188149	13.5953	13.5201	6.831333	29.59564
491	8.07838	3.1190916	12.6668	12.5968	6.829643	29.58809
492	8.08222	3.1208344	11.7353	11.6705	6.828361	29.60352
493	8.13813	3.1253870	10.7976	10.7380	6.819542	29.60445
494	8.14956	3.1228477	9.8661	9.8117	6.819322	29.56861
495	8.12883	3.1228846	8.9620	8.9126	6.821773	29.58686
496	8.15908	3.1270812	8.2649	8.2193	6.816208	29.60559
497	8.20016	3.1292940	7.6866	7.6442	6.810269	29.59436
498	8.19925	3.1272284	7.1294	7.0901	6.811315	29.57376
499	8.16908	3.1248924	6.5936	6.5573	6.815986	29.57496
500	8.16897	3.1287574	6.0609	6.0275	6.814214	29.61573
501	8.25993	3.1369920	5.5191	5.4887	6.799575	29.62537
502	8.32167	3.1397691	4.9407	4.9135	6.790949	29.60262
503	8.34041	3.1405961	4.3410	4.3171	6.788334	29.59574
504	8.35121	3.1413801	3.7504	3.7298	6.786684	29.59508
505	8.35460	3.1423865	3.1750	3.1575	6.785814	29.60297
506	8.40029	3.1469513	2.6118	2.5975	6.778311	29.61233
507	8.45013	3.1500101	2.0335	2.0223	6.771015	29.60253
508	8.52139	3.1550242	1.4123	1.4046	6.760322	29.59509
509	8.56760	3.1577642	0.7547	0.7505	6.753630	29.58507
510	8.67887	3.1631293	0.2160	0.2148	6.738135	29.54780
511	8.66447	3.1560740	0.1491	0.1483	6.742977	29.48694
512	8.54773	1.8379772	0.1492	0.1483	7.355687	16.35190
513	8.50133	0.4531038	0.1461	0.1453	7.990690	3.62552
514	8.48445	0.4044629	0.1462	0.1454	8.015085	3.21407
515	8.46182	0.3605084	0.1492	0.1483	8.038446	2.84581
516	8.45498	0.3449303	0.1463	0.1455	8.046484	2.71590
517	8.45013	0.3110988	0.1462	0.1454	8.061986	2.43445
518	8.45374	0.2727735	0.1493	0.1485	8.077702	2.11771
519	8.44534	0.2201341	0.1493	0.1485	8.101639	1.68865
520	8.42020	0.2084412	0.1493	0.1485	8.111430	1.59527
521	8.39921	0.2758639	0.1524	0.1515	8.086858	2.14641
522	8.40293	0.2640617	0.1463	0.1455	8.091189	2.04913
523	8.41880	0.1932421	0.1463	0.1455	8.118083	1.47293
