Salinity, Practical [PSU]	Temperature [ITS-90, deg C]	Depth [salt water, m]
30.50928	7.53653	29.2221
30.49859	7.54658	28.9644
30.48879	7.55570	28.7012
30.47796	7.56486	28.4619
30.46804	7.57313	28.2075
30.45789	7.58251	27.9562
30.44682	7.59242	27.6834
30.43610	7.60255	27.4228
30.42407	7.61167	27.1807
30.40834	7.61953	26.9474
30.39467	7.62760	26.6961
30.37576	7.63361	26.4538
30.37098	7.63884	26.2054
30.36275	7.64401	25.9630
30.34951	7.65003	25.7176
30.33055	7.65515	25.4723
30.31904	7.65679	25.2271
30.30744	7.65663	24.9908
30.29428	7.65652	24.7515
30.28302	7.65652	24.5092
30.27392	7.65705	24.2758
30.26457	7.65763	24.0427
30.25688	7.65821	23.7975
30.24893	7.65864	23.5549
30.24456	7.65842	23.3157
30.24007	7.65774	23.0704
30.23468	7.65673	22.8251
30.22831	7.65541	22.5858
30.21629	7.65357	22.3406
30.21512	7.65072	22.1102
30.21091	7.64797	21.8709
30.20679	7.64549	21.6407
30.20128	7.64348	21.3985
30.19771	7.64121	21.1684
30.19569	7.63926	20.9410
30.19080	7.63768	20.7017
30.18675	7.63641	20.4625
30.18178	7.63515	20.2170
30.17362	7.63446	19.9778
30.16234	7.63472	19.7264
30.14869	7.63636	19.4810
30.13854	7.63979	19.2450
30.12766	7.64370	18.9933
30.12368	7.64765	18.7571
30.11336	7.65098	18.5268
30.10435	7.65446	18.2938
30.09630	7.65842	18.0665
30.08756	7.66244	17.8423
30.07149	7.66666	17.6153
30.05732	7.67242	17.3819
30.04198	7.67855	17.1488
30.03755	7.68457	16.9004
30.00587	7.68985	16.6610
29.97976	7.69805	16.4278
29.93349	7.70872	16.1795
29.88914	7.72279	15.9371
29.83888	7.73908	15.7008
29.75637	7.75776	15.4553
29.69211	7.78053	15.2343
29.63066	7.80495	15.0011
29.59183	7.82812	14.7708
29.53147	7.84647	14.5556
29.48247	7.86451	14.3254
29.42317	7.88219	14.1013
29.33945	7.89939	13.8620
29.24068	7.91916	13.6318
29.16512	7.93978	13.3895
29.07506	7.95749	13.1564
29.01828	7.97362	12.9138
28.92921	7.98980	12.6685
28.85535	8.00897	12.4292
28.73561	8.02559	12.2142
28.64767	8.03902	11.9779
28.56442	8.04947	11.7417
28.50459	8.05869	11.5297
28.40135	8.06947	11.2962
28.27643	8.08307	11.0752
28.15350	8.09743	10.8388
28.06942	8.10886	10.5996
27.98131	8.11494	10.3634
27.93738	8.11671	10.1271
27.85618	8.11649	9.8967
27.73244	8.11617	9.6757
27.68315	8.11799	9.4484
27.54480	8.12290	9.2120
27.43395	8.13006	8.9820
27.36105	8.13727	8.7455
27.25005	8.14144	8.5122
27.10893	8.14406	8.2700
26.90880	8.14700	8.0367
26.65296	8.14892	7.8036
26.38289	8.14818	7.5762
26.25689	8.14379	7.3430
26.06977	8.13754	7.1098
25.97931	8.12942	6.8733
25.78598	8.12162	6.6372
25.58215	8.11126	6.4071
25.47073	8.09850	6.1736
25.37613	8.08750	5.9403
25.32250	8.07913	5.7012
25.25805	8.07347	5.4677
25.19609	8.06995	5.2284
25.08749	8.06808	4.9922
24.93932	8.06563	4.7589
24.77253	8.06173	4.5318
24.69309	8.05672	4.2982
24.52217	8.05086	4.0682
24.38842	8.04334	3.8318
24.17191	8.03289	3.6015
23.88715	8.01488	3.3684
23.75895	7.98735	3.1412
23.51347	7.95643	2.9080
23.33652	7.92229	2.6777
23.27467	7.88898	2.4475
23.19248	7.86106	2.2353
23.13111	7.83618	2.0111
23.05724	7.81412	1.7960
22.95786	7.79541	1.5719
22.90328	7.77868	1.3478
22.89201	7.76374	1.1144
22.82934	7.75210	0.8662
22.68370	7.73861	0.6236
22.59899	7.71993	0.3449
22.53297	7.69937	0.0905
22.47198	7.68003	-0.0852
22.39006	7.66223	-0.1945
22.36494	7.64443	-0.2459
22.38382	7.62913	-0.2428
22.44046	7.62000	-0.2428
22.52031	7.61911	-0.2486
