Scan Count	Temperature [ITS-90, deg C]	Conductivity [S/m]	Pressure, Strain Gauge [db]	Depth [salt water, m]	Oxygen Saturation, Weiss [ml/l]	Salinity, Practical [PSU]
55	16.52954	0.0048582	0.0089	0.0088	6.819117	0.03112
56	16.53484	0.0048303	0.0149	0.0148	6.818358	0.03097
57	16.54640	0.0048211	0.0118	0.0117	6.816697	0.03092
58	16.55896	0.0047964	0.0180	0.0179	6.814893	0.03079
59	16.57200	0.0047747	0.0119	0.0118	6.813022	0.03067
60	16.57792	0.0047593	0.0119	0.0118	6.812174	0.03059
61	16.56346	0.0047500	0.0088	0.0088	6.814256	0.03054
62	16.55587	0.0047253	0.0058	0.0058	6.815354	0.03042
63	16.56158	0.0046882	0.0119	0.0119	6.814540	0.03022
64	16.57281	0.0046697	0.0089	0.0088	6.812929	0.03012
65	16.58309	0.0046450	0.0150	0.0149	6.811455	0.02999
66	16.59150	0.0046079	0.0089	0.0088	6.810254	0.02979
67	16.60045	0.0045801	0.0058	0.0058	6.808974	0.02965
68	16.60946	0.0045739	0.0089	0.0088	6.807680	0.02961
69	16.60469	0.0045584	0.0058	0.0058	6.808370	0.02953
70	16.59580	0.0045461	0.0089	0.0089	6.809648	0.02947
71	16.59009	0.0045276	0.0089	0.0088	6.810474	0.02937
72	16.59009	0.0045183	0.0210	0.0209	6.810476	0.02932
73	16.59123	0.0044905	0.0149	0.0148	6.810318	0.02918
74	16.59708	0.0044719	0.0089	0.0088	6.809481	0.02908
75	16.60401	0.0044472	0.0210	0.0209	6.808490	0.02895
76	16.61047	0.0044318	0.0119	0.0118	6.807565	0.02887
77	16.53464	0.0096035	0.0424	0.0422	6.817325	0.05671
78	15.90187	0.6041180	0.1216	0.1209	6.743713	4.05018
79	15.25262	2.9702023	0.2526	0.2512	6.085440	23.11476
80	14.79909	3.0186048	0.3776	0.3755	6.116743	23.80384
81	14.49733	3.0398118	0.4812	0.4785	6.141122	24.17462
82	14.30393	3.0505864	0.5786	0.5754	6.157705	24.39026
83	14.18269	3.0550352	0.6914	0.6876	6.168891	24.50602
84	14.10631	3.0516268	0.7767	0.7725	6.178046	24.52420
85	14.06524	3.0299838	0.8072	0.8028	6.189681	24.35827
86	14.05248	3.0406581	0.8072	0.8028	6.187412	24.46102
87	14.08358	3.0514193	0.8072	0.8027	6.180502	24.53678
88	14.10499	3.0614428	0.8376	0.8330	6.174871	24.61207
89	14.08602	3.0713627	0.9077	0.9027	6.173508	24.71218
90	14.07187	3.0699485	0.9869	0.9815	6.175468	24.70865
91	14.06142	3.0635351	1.0266	1.0209	6.178733	24.65835
92	14.07093	3.0629233	1.0357	1.0300	6.177942	24.64685
93	14.12655	3.0673954	1.0388	1.0331	6.170608	24.65107
94	14.17855	3.0699597	1.0388	1.0331	6.164309	24.64067
95	14.21434	3.0730823	1.0327	1.0270	6.159524	24.64553
96	14.21981	3.0773705	1.0357	1.0300	6.157514	24.68000
97	14.17754	3.0815757	1.0388	1.0331	6.160507	24.74421
98	14.13445	3.0844337	1.0388	1.0331	6.164039	24.79714
99	14.10556	3.0873722	1.0358	1.0301	6.166061	24.84177
100	14.08827	3.0885750	1.0358	1.0301	6.167459	24.86357
