Scan Count	Temperature [ITS-90, deg C]	Conductivity [S/m]	Depth [salt water, m]	Oxygen Saturation, Weiss [ml/l]	Salinity, Practical [PSU]
842	6.98316	3.2423575	73.4401	6.903871	31.84574
843	6.97496	3.2420201	73.6612	6.905025	31.84955
844	6.96758	3.2416140	73.8883	6.906113	31.85185
845	6.96141	3.2413392	74.1126	6.906993	31.85446
846	6.95559	3.2411831	74.3395	6.907773	31.85804
847	6.95040	3.2411832	74.5483	6.908400	31.86275
848	6.94630	3.2410583	74.7695	6.908958	31.86508
849	6.94272	3.2409022	74.9935	6.909469	31.86659
850	6.94054	3.2409647	75.2087	6.909705	31.86919
851	6.93914	3.2409023	75.4327	6.909908	31.86970
852	6.93800	3.2407149	75.6628	6.910142	31.86860
853	6.93800	3.2407775	75.8806	6.910116	31.86918
854	6.93774	3.2407151	76.1050	6.910182	31.86864
855	6.93764	3.2406901	76.3321	6.910212	31.86836
856	6.93722	3.2408714	76.5351	6.910177	31.87062
857	6.93691	3.2407778	76.7439	6.910265	31.86979
858	6.93650	3.2406279	76.9680	6.910393	31.86844
859	6.93650	3.2406279	77.1890	6.910397	31.86834
860	6.93686	3.2406280	77.4070	6.910358	31.86790
861	6.93624	3.2405968	77.6129	6.910453	31.86804
862	6.93593	3.2404719	77.8371	6.910556	31.86686
863	6.93603	3.2404407	78.0671	6.910563	31.86632
