Scan Count	Temperature [ITS-90, deg C]	Conductivity [S/m]	Depth [salt water, m]	Oxygen Saturation, Weiss [ml/l]	Salinity, Practical [PSU]
303	8.68282	2.9688275	0.5298	6.824573	27.54600
304	8.68450	2.9684164	0.5297	6.824552	27.54049
305	8.68612	2.9686642	0.5299	6.824243	27.54176
306	8.68802	2.9684405	0.5299	6.824111	27.53799
307	8.68970	2.9680597	0.5329	6.824077	27.53279
308	8.69121	2.9679871	0.5270	6.823924	27.53087
309	8.69273	2.9674371	0.5239	6.823986	27.52406
310	8.69403	2.9664036	0.5180	6.824290	27.51248
311	8.69468	2.9660531	0.5210	6.824367	27.50839
312	8.69501	2.9656906	0.5211	6.824490	27.50442
313	8.69484	2.9653643	0.5242	6.824656	27.50121
314	8.69457	2.9665003	0.5394	6.824181	27.51304
315	8.69501	2.9681201	0.5363	6.823402	27.52928
316	8.69571	2.9690329	0.5395	6.822908	27.53807
317	8.69512	2.9694198	0.5334	6.822807	27.54250
318	8.69425	2.9680717	0.5305	6.823516	27.52938
319	8.69490	2.9643613	0.5277	6.825098	27.49090
320	8.69620	2.9618181	0.5244	6.826078	27.46387
321	8.69262	2.9617155	0.5216	6.826561	27.46560
322	8.68764	2.9629115	0.5216	6.826634	27.48170
323	8.68748	2.9645970	0.5276	6.825899	27.49908
324	8.68905	2.9664762	0.5337	6.824866	27.51709
325	8.68937	2.9663432	0.5278	6.824885	27.51548
326	8.68905	2.9642707	0.5308	6.825854	27.49452
327	8.69040	2.9627483	0.5279	6.826370	27.47789
328	8.69230	2.9624705	0.5310	6.826263	27.47357
329	8.69392	2.9615524	0.5249	6.826475	27.46292
330	8.69522	2.9610994	0.5250	6.826519	27.45728
331	8.69533	2.9622047	0.5251	6.826011	27.46850
332	8.69609	2.9634128	0.5281	6.825378	27.48027
333	8.69815	2.9639565	0.5282	6.824883	27.48424
334	8.70016	2.9637389	0.5253	6.824735	27.48046
335	8.70227	2.9625610	0.5253	6.825005	27.46677
336	8.70433	2.9607310	0.5314	6.825572	27.44645
337	8.70476	2.9595897	0.5285	6.826030	27.43444
338	8.70292	2.9604653	0.5315	6.825863	27.44483
339	8.70189	2.9617939	0.5346	6.825394	27.45921
340	8.70287	2.9623858	0.5317	6.825010	27.46451
341	8.70465	2.9626153	0.5317	6.824689	27.46547
342	8.70650	2.9620596	0.5317	6.824713	27.45836
343	8.70812	2.9610450	0.5317	6.824968	27.44672
344	8.70970	2.9604894	0.5287	6.825025	27.43983
345	8.71089	2.9600485	0.5227	6.825077	27.43440
346	8.71154	2.9596741	0.5258	6.825165	27.43006
347	8.71208	2.9600183	0.5259	6.824944	27.43316
348	8.71262	2.9608758	0.5290	6.824495	27.44151
349	8.71365	2.9610811	0.5351	6.824277	27.44281
350	8.71479	2.9596741	0.5322	6.824768	27.42754
351	8.71566	2.9579534	0.5320	6.825431	27.40928
352	8.71517	2.9578387	0.5353	6.825542	27.40848
353	8.71376	2.9590039	0.5353	6.825193	27.42149
354	8.71365	2.9609362	0.5354	6.824342	27.44133
355	8.71403	2.9611113	0.5293	6.824217	27.44283
356	8.71376	2.9588349	0.5203	6.825269	27.41976
357	8.71409	2.9558650	0.5233	6.826558	27.38915
358	8.71219	2.9548029	0.5296	6.827265	27.37975
359	8.70742	2.9550986	0.5296	6.827716	27.38646
360	8.70444	2.9562936	0.5357	6.827545	27.40098
361	8.70487	2.9578087	0.5329	6.826814	27.41614
362	8.70596	2.9578086	0.5267	6.826682	27.41531
363	8.70623	2.9571326	0.5328	6.826951	27.40818
364	8.70693	2.9561004	0.5329	6.827327	27.39708
365	8.70802	2.9548331	0.5420	6.827762	27.38328
366	8.70807	2.9546219	0.5330	6.827850	27.38109
367	8.70764	2.9553883	0.5300	6.827560	27.38926
368	8.70818	2.9555090	0.5331	6.827439	27.39007
369	8.70948	2.9550684	0.5301	6.827477	27.38456
370	8.71062	2.9542297	0.5303	6.827714	27.37511
371	8.71105	2.9534754	0.5303	6.827998	27.36706
372	8.71073	2.9543624	0.5333	6.827641	27.37638
373	8.71051	2.9548995	0.5364	6.827427	27.38204
374	8.71121	2.9546822	0.5365	6.827438	27.37927
375	8.71203	2.9551288	0.5304	6.827139	27.38321
376	8.71279	2.9543624	0.5275	6.827389	27.37479
377	8.71365	2.9531436	0.5276	6.827828	27.36166
378	8.71398	2.9533005	0.5306	6.827718	27.36301
379	8.71403	2.9529747	0.5246	6.827857	27.35964
380	8.71420	2.9524136	0.5308	6.828089	27.35378
381	8.71414	2.9522990	0.5279	6.828147	27.35265
382	8.71382	2.9516536	0.5340	6.828475	27.34630
383	8.71327	2.9523050	0.5310	6.828250	27.35338
384	8.71279	2.9540667	0.5341	6.827521	27.37177
385	8.71273	2.9540969	0.5341	6.827515	27.37212
386	8.71300	2.9525343	0.5311	6.828181	27.35594
387	8.71317	2.9508574	0.5253	6.828911	27.33867
388	8.71273	2.9502120	0.5282	6.829253	27.33241
389	8.71116	2.9503266	0.5252	6.829394	27.33480
390	8.70975	2.9505739	0.5314	6.829456	27.33841
391	8.70970	2.9510082	0.5346	6.829268	27.34289
392	8.71062	2.9513882	0.5316	6.828985	27.34606
393	8.71186	2.9506825	0.5316	6.829148	27.33789
394	8.71300	2.9501336	0.5347	6.829255	27.33140
395	8.71349	2.9506523	0.5439	6.828963	27.33632
396	8.71371	2.9504171	0.5318	6.829042	27.33375
397	8.71420	2.9495065	0.5349	6.829390	27.32407
398	8.71441	2.9494642	0.5350	6.829382	27.32347
399	8.71414	2.9496512	0.5350	6.829331	27.32559
400	8.71420	2.9493316	0.5321	6.829468	27.32228
401	8.71409	2.9492110	0.5321	6.829535	27.32113
402	8.71420	2.9488914	0.5232	6.829665	27.31779
403	8.71398	2.9477156	0.5263	6.830217	27.30594
404	8.71317	2.9471248	0.5293	6.830581	27.30053
405	8.71121	2.9475167	0.5324	6.830645	27.30603
406	8.70953	2.9477157	0.5295	6.830761	27.30936
407	8.70888	2.9475107	0.5355	6.830933	27.30777
408	8.70850	2.9481558	0.5354	6.830691	27.31465
409	8.70867	2.9485357	0.5356	6.830501	27.31841
410	8.70872	2.9474806	0.5358	6.830966	27.30758
411	8.70861	2.9469199	0.5266	6.831230	27.30194
412	8.70834	2.9466547	0.5237	6.831382	27.29944
413	8.70785	2.9457445	0.5298	6.831850	27.29051
414	8.70704	2.9457445	0.5239	6.831949	27.29114
415	8.70536	2.9461604	0.5299	6.831969	27.29668
416	8.70449	2.9460700	0.5330	6.832116	27.29642
417	8.70411	2.9459495	0.5361	6.832216	27.29548
418	8.70400	2.9461303	0.5452	6.832149	27.29741
419	8.70390	2.9467632	0.5364	6.831878	27.30397
420	8.70379	2.9473600	0.5364	6.831624	27.31015
421	8.70357	2.9465703	0.5364	6.832004	27.30225
422	8.70335	2.9453045	0.5333	6.832598	27.28948
423	8.70346	2.9443704	0.5305	6.833003	27.27985
424	8.70292	2.9438401	0.5274	6.833306	27.27485
425	8.70135	2.9437196	0.5244	6.833553	27.27482
426	8.69907	2.9437497	0.5245	6.833818	27.27688
427	8.69734	2.9443463	0.5337	6.833764	27.28431
428	8.69680	2.9450153	0.5401	6.833531	27.29157
429	8.69723	2.9449852	0.5368	6.833491	27.29093
430	8.69761	2.9450997	0.5430	6.833393	27.29180
431	8.69777	2.9446477	0.5401	6.833576	27.28706
432	8.69793	2.9433400	0.5370	6.834142	27.27357
433	8.69783	2.9428700	0.5343	6.834365	27.26885
434	8.69685	2.9431231	0.5312	6.834372	27.27219
435	8.69587	2.9432255	0.5283	6.834445	27.27399
436	8.69571	2.9428700	0.5283	6.834624	27.27048
437	8.69539	2.9423760	0.5344	6.834886	27.26568
438	8.69501	2.9417916	0.5315	6.835194	27.25999
439	8.69409	2.9417856	0.5346	6.835310	27.26064
440	8.69273	2.9426652	0.5377	6.835082	27.27067
441	8.69219	2.9435449	0.5437	6.834754	27.28008
442	8.69213	2.9435389	0.5407	6.834763	27.28006
443	8.69219	2.9430207	0.5411	6.834989	27.27472
444	8.69208	2.9421712	0.5318	6.835383	27.26613
445	8.69224	2.9407916	0.5259	6.835981	27.25190
446	8.69148	2.9398460	0.5289	6.836497	27.24282
447	8.68926	2.9399423	0.5291	6.836727	27.24551
448	8.68655	2.9402917	0.5291	6.836903	27.25117
449	8.68520	2.9404965	0.5352	6.836977	27.25430
450	8.68482	2.9403459	0.5383	6.837091	27.25305
451	8.68504	2.9403218	0.5444	6.837075	27.25263
452	8.68498	2.9409965	0.5446	6.836780	27.25957
453	8.68525	2.9412314	0.5386	6.836641	27.26177
454	8.68531	2.9410387	0.5388	6.836721	27.25976
455	8.68542	2.9405568	0.5388	6.836924	27.25475
456	8.68531	2.9390932	0.5268	6.837593	27.23987
457	8.68487	2.9380393	0.5297	6.838118	27.22943
458	8.68314	2.9383465	0.5267	6.838193	27.23390
459	8.68103	2.9390029	0.5328	6.838158	27.24224
460	8.67989	2.9390330	0.5331	6.838284	27.24342
461	8.67967	2.9391233	0.5331	6.838271	27.24451
462	8.67946	2.9387078	0.5452	6.838484	27.24042
463	8.67935	2.9380093	0.5422	6.838810	27.23337
464	8.67870	2.9384489	0.5363	6.838693	27.23836
465	8.67832	2.9389186	0.5425	6.838529	27.24346
466	8.67794	2.9384067	0.5365	6.838805	27.23852
467	8.67740	2.9383887	0.5365	6.838879	27.23875
468	8.67702	2.9388885	0.5334	6.838702	27.24415
469	8.67675	2.9380996	0.5336	6.839089	27.23629
470	8.67632	2.9362271	0.5306	6.839982	27.21748
