Scan Count	Temperature [ITS-90, deg C]	Conductivity [S/m]	Depth [salt water, m]	Oxygen Saturation, Weiss [ml/l]	Salinity, Practical [PSU]
954	7.86108	3.1682348	43.1586	6.833467	30.27828
955	7.83185	3.1709617	43.3950	6.835693	30.33238
956	7.79628	3.1736523	43.6462	6.838693	30.39170
957	7.76233	3.1748617	43.8945	6.842191	30.43400
958	7.73502	3.1757364	44.1487	6.845053	30.46701
959	7.71466	3.1761274	44.4033	6.847312	30.48886
960	7.70112	3.1766547	44.6576	6.848689	30.50619
961	7.69177	3.1768596	44.9272	6.849719	30.51644
962	7.68448	3.1769776	45.1937	6.850542	30.52396
963	7.67877	3.1771576	45.4754	6.851146	30.53075
964	7.67439	3.1774616	45.7510	6.851534	30.53771
965	7.66958	3.1778277	46.0358	6.851943	30.54569
966	7.66398	3.1781876	46.2930	6.852449	30.55432
967	7.65844	3.1785723	46.5384	6.852937	30.56317
968	7.65236	3.1791618	46.7957	6.853391	30.57466
969	7.64571	3.1795528	47.0499	6.854009	30.58455
970	7.63975	3.1800368	47.2893	6.854500	30.59484
971	7.63526	3.1804030	47.5407	6.854870	30.60257
972	7.63151	3.1806141	47.7890	6.855224	30.60800
973	7.62761	3.1808562	48.0344	6.855583	30.61390
974	7.62397	3.1813217	48.2915	6.855804	30.62195
975	7.61954	3.1818555	48.5460	6.856088	30.63142
976	7.61458	3.1825259	48.8245	6.856372	30.64281
977	7.60825	3.1849840	49.0971	6.855974	30.67446
978	7.59913	3.1892005	49.3725	6.855080	30.72735
979	7.58226	3.1919403	49.6359	6.855809	30.77137
980	7.56029	3.1938856	49.8996	6.857523	30.81148
981	7.53906	3.1939294	50.1693	6.860049	30.83064
982	7.51543	3.1935817	50.4263	6.863049	30.84778
983	7.49350	3.1936131	50.6810	6.865668	30.86749
984	7.47588	3.1948625	50.9263	6.867191	30.89642
985	7.46327	3.1970571	51.1744	6.867664	30.93104
986	7.45638	3.1985245	51.4318	6.867795	30.95278
987	7.45328	3.2000171	51.6861	6.867461	30.97142
988	7.45181	3.2010559	51.9406	6.867148	30.98375
989	7.45155	3.2018148	52.1950	6.866823	30.99201
990	7.45244	3.2039239	52.4645	6.865718	31.01369
991	7.45470	3.2054921	52.7431	6.864706	31.02835
992	7.45218	3.2054238	53.0339	6.865046	31.02974
993	7.44729	3.2056044	53.3184	6.865551	31.03592
994	7.44236	3.2057601	53.5999	6.866073	31.04188
995	7.43816	3.2061274	53.8542	6.866406	31.04946
996	7.43527	3.2065819	54.1181	6.866541	31.05680
997	7.43416	3.2079016	54.3813	6.866049	31.07182
998	7.43532	3.2096760	54.6325	6.865071	31.08970
999	7.43611	3.2105042	54.8808	6.864587	31.09777
1000	7.43479	3.2118806	55.1595	6.864094	31.11358
1001	7.43086	3.2129831	55.4291	6.864045	31.12882
1002	7.42277	3.2141170	55.6773	6.864476	31.14813
1003	7.41563	3.2150704	55.9407	6.864880	31.16466
1004	7.41044	3.2161733	56.1951	6.864980	31.18105
1005	7.40608	3.2166159	56.4645	6.865295	31.18960
1006	7.40167	3.2169712	56.7371	6.865658	31.19726
1007	7.39747	3.2172518	57.0037	6.866031	31.20392
1008	7.39375	3.2173703	57.2733	6.866425	31.20843
1009	7.39065	3.2175262	57.5426	6.866726	31.21277
1010	7.38819	3.2176510	57.8272	6.866967	31.21620
1011	7.38583	3.2177072	58.0846	6.867227	31.21881
1012	7.38389	3.2178008	58.3632	6.867420	31.22144
1013	7.38179	3.2177386	58.6206	6.867706	31.22254
1014	7.37880	3.2172526	58.8810	6.868301	31.21989
1015	7.37366	3.2167292	59.1504	6.869171	31.21877
1016	7.36858	3.2167605	59.4139	6.869770	31.22357
1017	7.36485	3.2168791	59.6802	6.870164	31.22808
1018	7.36187	3.2171908	59.9409	6.870377	31.23400
1019	7.35972	3.2174339	60.2163	6.870524	31.23843
1020	7.35453	3.2175275	60.4827	6.871105	31.24399
1021	7.34399	3.2175901	60.7554	6.872341	31.25404
1022	7.33168	3.2177087	61.0340	6.873763	31.26630
1023	7.31958	3.2178024	61.3124	6.875172	31.27811
1024	7.30937	3.2179148	61.6000	6.876347	31.28841
1025	7.30194	3.2181144	61.8905	6.877147	31.29714
1026	7.29671	3.2182329	62.1631	6.877723	31.30303
1027	7.29268	3.2182954	62.4419	6.878181	31.30722
1028	7.29006	3.2183578	62.6931	6.878470	31.31014
1029	7.28818	3.2184202	62.9446	6.878671	31.31241
1030	7.28703	3.2184203	63.2078	6.878814	31.31333
1031	7.28619	3.2184516	63.4682	6.878904	31.31430
1032	7.28499	3.2185452	63.7225	6.879009	31.31628
1033	7.28431	3.2184829	63.9861	6.879125	31.31611
1034	7.28363	3.2184830	64.2554	6.879212	31.31660
1035	7.28347	3.2184831	64.5464	6.879237	31.31661
1036	7.28315	3.2184521	64.8672	6.879296	31.31641
1037	7.28295	3.2185706	65.1489	6.879270	31.31775
1038	7.28300	3.2186330	65.4121	6.879239	31.31826
1039	7.28305	3.2186642	65.6846	6.879223	31.31842
1040	7.28305	3.2187890	65.9692	6.879169	31.31964
1041	7.28237	3.2190633	66.2570	6.879125	31.32308
1042	7.27824	3.2191570	66.5358	6.879581	31.32770
1043	7.27233	3.2197119	66.7959	6.880028	31.33891
1044	7.26741	3.2211272	67.0715	6.879942	31.35850
1045	7.26589	3.2229107	67.3380	6.879272	31.37898
1046	7.26689	3.2246010	67.6072	6.878346	31.39619
1047	7.26689	3.2249067	67.8741	6.878205	31.39936
1048	7.26464	3.2249692	68.1614	6.878450	31.40194
1049	7.26187	3.2250317	68.4735	6.878758	31.40499
1050	7.25868	3.2249382	68.7460	6.879190	31.40675
1051	7.25538	3.2248448	69.0424	6.879635	31.40860
1052	7.25272	3.2248449	69.3211	6.879960	31.41089
1053	7.25031	3.2246329	69.6057	6.880356	31.41066
1054	7.24791	3.2245707	69.8934	6.880680	31.41204
1055	7.24587	3.2247267	70.1780	6.880855	31.41544
1056	7.24603	3.2272783	70.4535	6.879614	31.44271
1057	7.25052	3.2304861	70.7410	6.877539	31.47311
1058	7.25627	3.2320280	71.0166	6.876116	31.48439
